codigo_produto,descricaoproduto,codigo_familia,custo_produto_unitario
2737505,Versatile Bathroom Fixtures Olive #561,CS,174.55
2737602,High-Quality Bathroom Fixtures Maroon #781,CS,139.64
2737604,Fun Bathroom Fixtures Red #724,CS,139.64
2737606,Fun Bathroom Fixtures Magenta #587,CS,139.64
2737607,Luxurious Bathroom Fixtures Pink #81,CS,130.91
2737608,Fun Bathroom Fixtures Silver #770,CS,130.91
2737609,Beautiful Bathroom Fixtures Navy #259,CS,139.64
2737612,Luxurious Bathroom Fixtures Lime #331,CS,130.91
2737613,Beautiful Bathroom Fixtures Blue #379,CS,130.91
2738001,Practical Bathroom Fixtures Black #828,CS,196.37
2738002,Beautiful Bathroom Fixtures Green #215,CS,196.37
2738003,Powerful Bathroom Fixtures Cyan #13,CS,196.37
2738008,Fun Bathroom Fixtures Teal #886,CS,196.37
2738009,Sophisticated Bathroom Fixtures Navy #61,CS,196.37
2738011,Versatile Bathroom Fixtures Brown #609,CS,196.37
2738013,Stylish Bathroom Fixtures Pink #405,CS,196.37
2738014,Luxurious Bathroom Fixtures White #68,CS,196.37
2738100,Stylish Watches Teal #186,CSF,196.36
2738104,Innovative Watches Purple #604,CSF,196.36
2738106,Sustainable Watches Gold #451,CSF,174.55
2738107,Elegant Watches Teal #278,CSF,196.37
2738109,Sophisticated Watches Purple #985,CSF,174.55
2738111,High-Quality Watches Purple #874,CSF,174.55
2738112,Eco-Friendly Watches Magenta #331,CSF,174.55
2738115,Sustainable Watches Purple #823,CSF,196.37
2738116,Powerful Watches Black #841,CSF,196.37
2738200,Powerful Watches Magenta #769,CSF,134.4
2738202,Powerful Watches Gold #434,CSF,174.55
2738206,Luxurious Watches Purple #483,CSF,165.82
2738210,Sophisticated Watches Gold #736,CSF,174.55
2738212,Versatile Watches Red #682,CSF,165.82
2738213,Beautiful Watches Olive #586,CSF,165.82
2738217,Comfortable Watches Cyan #101,CSF,174.55
2738301,Eco-Friendly Watches Maroon #735,CSF,161.46
2738303,Long-Lasting Watches White #248,CSF,161.46
2738304,Durable Watches Orange #954,CSF,161.46
2738305,Sophisticated Watches Brown #462,CSF,161.46
2738306,Durable Watches Navy #92,CSF,144.0
2738308,Practical Watches Red #775,CSF,144.0
2738309,Modern Watches Gold #861,CSF,144.0
2738311,Innovative Watches Teal #902,CSF,161.45
2738402,Innovative Sound Equipment Olive #937,CSMC,152.73
2738404,Practical Sound Equipment Navy #875,CSMC,152.73
2738406,Elegant Sound Equipment White #320,CSMC,152.73
2738409,Sophisticated Sound Equipment Blue #798,CSMC,152.73
2738410,Fun Sound Equipment Black #413,CSMC,152.73
2738411,Eco-Friendly Sound Equipment Lime #420,CSMC,152.73
2738412,Practical Sound Equipment White #659,CSMC,152.73
2738414,Delicious Sound Equipment Green #579,CSMC,152.73
2738416,Eco-Friendly Sound Equipment Brown #91,CSMC,152.73
2738417,Long-Lasting Sound Equipment Pink #653,CSMC,152.73
2738422,Elegant Sound Equipment Lime #898,CSMC,152.73
2738423,Durable Sound Equipment Maroon #796,CSMC,152.73
2738500,Fun Bathroom Fixtures Gold #894,CS,165.82
2738502,Comfortable Bathroom Fixtures Pink #777,CS,165.82
2738505,Long-Lasting Bathroom Fixtures Navy #447,CS,165.82
2738508,Useful Bathroom Fixtures Gray #774,CS,165.82
2738511,Useful Bathroom Fixtures Gold #738,CS,165.82
2738515,Useful Bathroom Fixtures Gold #634,CS,192.0
2738517,Fun Bathroom Fixtures Black #334,CS,174.55
2738518,Fun Bathroom Fixtures Lime #272,CS,192.0
2738519,Eco-Friendly Bathroom Fixtures Black #121,CS,174.55
2738602,Sophisticated Bathroom Fixtures Navy #6,CS,130.91
2738603,Elegant Bathroom Fixtures Navy #154,CS,130.91
2738607,Eco-Friendly Bathroom Fixtures Teal #619,CS,130.91
2738608,Versatile Bathroom Fixtures Gray #432,CS,130.91
2738611,Delicious Bathroom Fixtures Teal #781,CS,130.91
2738616,Beautiful Bathroom Fixtures Maroon #907,CS,130.91
2738620,Stylish Bathroom Fixtures Red #71,CS,152.73
2738700,Powerful Movies Green #237,DMA,20.68
2738802,Innovative Watches Maroon #955,CSF,174.55
2738805,Innovative Watches Purple #671,CSF,174.55
2738807,Durable Watches Olive #14,CSF,174.55
2738902,Innovative Watches Brown #461,CSF,174.55
2738903,Sustainable Watches Brown #788,CSF,174.55
2738904,Stylish Watches Magenta #594,CSF,174.55
2739002,Luxurious Musical Instruments Black #579,CSFC,170.18
2739004,Useful Musical Instruments Red #597,CSFC,170.18
2739005,Comfortable Musical Instruments Teal #849,CSFC,170.18
2739006,Long-Lasting Musical Instruments Navy #775,CSFC,170.18
2739008,Eco-Friendly Musical Instruments Yellow #90,CSFC,165.82
2739010,Versatile Musical Instruments Teal #536,CSFC,170.18
2739011,Luxurious Musical Instruments Gold #44,CSFC,170.18
2740600,Powerful Movies Maroon #699,DMA,52.8
2742800,Delicious Cleaning Supplies Maroon #770,19,86.24
2745700,Luxurious Health and Wellness Navy #802,DAL,43.12
2745800,Fun Mens Watches Lime #943,69,0.14
2746400,Beautiful Office Supplies White #363,DLN,37.96
2746401,Versatile Office Supplies Orange #928,DLN,37.96
2746402,Eco-Friendly Office Supplies Cyan #725,DLN,43.98
2746502,Beautiful Sports Equipment Red #27,MCT,61.04
2746504,Powerful Sports Equipment White #4,MCT,67.08
2748300,Modern Outdoor Gear Brown #80,60,0.19
2749100,Useful Outdoor Gear Cyan #810,60,1.36
2749400,Beautiful Kitchenware Blue #312,150,11.54
2750900,Sophisticated Beauty Products Pink #455,35,49.5
2750901,Stylish Beauty Products Olive #891,35,65.99
2751202,Long-Lasting Mens Watches Pink #922,69,0.46
2752010,Elegant Hardware Maroon #407,OJP,237.59
2752012,Useful Hardware Magenta #222,OJP,237.31
2752113,Sophisticated Hardware Cyan #677,OJP,223.63
2755200,Fun Watches Purple #435,ALE,268.07
2755500,Delicious Books Cyan #162,26,68.6
2755800,Fun Video Games Olive #396,HBE,7.91
2756000,Stylish Video Games White #117,HBE,10.99
2759700,Powerful Collectibles Silver #552,75,146.05
2760100,Powerful Toys Orange #245,42,3399.11
2760200,Durable Software Olive #939,OTMO,208.24
2760203,Beautiful Software Teal #557,OTMO,208.24
2763906,Elegant Sound Equipment Black #609,CSMC,305.46
2763907,Innovative Sound Equipment Maroon #619,CSMC,305.46
2763908,High-Quality Sound Equipment White #401,CSMC,305.46
2763909,Comfortable Sound Equipment Silver #495,CSMC,305.46
2763910,Powerful Sound Equipment Silver #5,CSMC,305.46
2763912,Sustainable Sound Equipment Orange #926,CSMC,305.46
2766200,Sustainable Movies Teal #879,DMA,12.32
2767200,Practical Automotive Repair Maroon #181,DMR,3.25
2767400,High-Quality Power Tools Orange #561,3333,6616.99
2769400,Stylish Furniture Pink #352,67,9.5
2769700,Long-Lasting Movies Orange #843,DMA,35.17
2770200,Elegant Tools Gold #672,BB,43.97
2770600,Elegant Clothing Yellow #328,130,14.62
2771100,Beautiful Automotive Repair Teal #824,DMR,32.5
2771301,Delicious Building Materials Silver #248,SCF,130.46
2771302,Stylish Building Materials Red #434,SCF,130.46
2771304,Sustainable Building Materials Silver #966,SCF,130.46
2771305,Delicious Building Materials Navy #387,SCF,130.47
2771307,Modern Building Materials Maroon #89,SCF,130.46
2771310,High-Quality Building Materials Orange #734,SCF,130.47
2771313,High-Quality Building Materials Lime #570,SCF,130.47
2771314,Comfortable Building Materials Green #285,SCF,156.65
2772000,Versatile Hardware Lime #833,OJP,253.23
2772002,Innovative Hardware Yellow #14,OJP,253.23
2772003,Innovative Hardware Navy #239,OJP,253.23
2772004,High-Quality Hardware Red #996,OJP,253.23
2772700,Powerful Bathroom Fixtures Lime #379,CS,192.0
2772702,Elegant Bathroom Fixtures Maroon #780,CS,192.0
2772703,Eco-Friendly Bathroom Fixtures Blue #332,CS,192.0
2772704,Stylish Bathroom Fixtures Silver #248,CS,192.0
2772705,Delicious Bathroom Fixtures Olive #736,CS,192.0
2772707,Eco-Friendly Bathroom Fixtures Green #821,CS,192.0
2772710,Practical Bathroom Fixtures Gold #6,CS,192.0
2773200,Eco-Friendly Video Games Blue #246,CPOC,12.82
2773400,Elegant Wall Decor Maroon #991,CRS,601.62
2773800,Useful Productivity Black #147,31,119.0
2775400,Luxurious Movies Pink #587,DMA,33.0
2778301,Beautiful Lighting Pink #705,17,32.2
2780400,Practical Video Games Magenta #856,HBE,42.08
2780507,High-Quality Watches Gold #503,CSF,109.09
2780510,Beautiful Watches Blue #99,CSF,109.09
2780511,Beautiful Watches Navy #184,CSF,109.09
2780515,Beautiful Watches Orange #450,CSF,138.29
2780516,Innovative Watches Silver #455,CSF,138.29
2780526,Stylish Watches Silver #297,CSF,109.09
2780527,Sustainable Watches Olive #175,CSF,109.09
2780529,Eco-Friendly Watches Blue #118,CSF,109.09
2780602,Comfortable Watches White #977,CSF,125.72
2780603,Eco-Friendly Watches Black #497,CSF,125.72
2780605,Comfortable Watches White #45,CSF,125.72
2780612,Fun Watches Navy #195,CSF,125.72
2780613,Durable Watches Magenta #445,CSF,125.72
2780616,Elegant Watches Purple #564,CSF,117.34
2780620,Elegant Watches Maroon #754,CSF,117.34
2780622,Durable Watches Red #68,CSF,117.34
2780623,Durable Watches Teal #93,CSF,125.72
2780625,Innovative Watches Magenta #588,CSF,159.25
2780632,Useful Watches Brown #394,CSF,125.72
2780633,Eco-Friendly Watches Maroon #76,CSF,125.72
2780634,Stylish Watches Purple #348,CSF,125.72
2780637,Versatile Watches Maroon #48,CSF,110.0
2780638,Stylish Watches Gold #615,CSF,110.0
2780700,Luxurious Watches Teal #524,CSF,146.67
2780702,Fun Watches Gray #920,CSF,146.67
2780704,Durable Watches Silver #288,CSF,146.67
2780706,Innovative Watches Purple #705,CSF,100.37
2780707,Elegant Watches Magenta #948,CSF,100.36
2780708,Delicious Watches Maroon #410,CSF,100.36
2780709,Useful Watches Lime #294,CSF,100.36
2780711,Durable Watches Teal #187,CSF,100.36
2780715,Powerful Watches Yellow #329,CSF,138.29
2780717,Stylish Watches Yellow #88,CSF,100.36
2780718,Luxurious Watches White #960,CSF,146.67
2780720,Delicious Watches Pink #1,CSF,128.33
2780722,Beautiful Watches Black #532,CSF,146.67
2780724,Fun Watches Lime #17,CSF,146.67
2780726,Durable Watches Pink #282,CSF,146.67
2780727,Stylish Watches Yellow #861,CSF,146.67
2780728,Sophisticated Watches Orange #172,CSF,146.67
2780730,Long-Lasting Watches Blue #787,CSF,146.67
2780731,Elegant Watches Blue #709,CSF,146.67
2780732,Useful Watches Orange #850,CSF,146.67
2780733,Practical Watches Navy #62,CSF,146.67
2780734,Sophisticated Watches Brown #876,CSF,146.67
2781200,Practical Kitchenware Yellow #487,150,206.24
2781301,Practical Electronics Black #136,27,184.8
2781304,Durable Electronics Lime #806,27,158.4
2781400,Modern Construction Equipment Pink #1,DFM,17.62
2781800,Versatile Movies Cyan #733,DAV,20.78
2782600,Comfortable Movies Navy #95,DAV,19.03
2782700,Fun Movies Yellow #166,DAV,27.12
2783101,Practical Bathroom Fixtures Olive #78,CS,138.29
2783102,Durable Bathroom Fixtures Yellow #357,CS,138.29
2783103,High-Quality Bathroom Fixtures Olive #806,CS,138.29
2783104,Long-Lasting Bathroom Fixtures Purple #295,CS,138.29
2783107,Delicious Bathroom Fixtures Blue #866,CS,138.29
2783110,Useful Bathroom Fixtures Black #116,CS,138.29
2783111,Eco-Friendly Bathroom Fixtures Black #108,CS,138.29
2783112,Comfortable Bathroom Fixtures Black #648,CS,138.29
2783113,Stylish Bathroom Fixtures White #544,CS,138.29
2783114,Modern Bathroom Fixtures Olive #71,CS,138.29
2783115,High-Quality Bathroom Fixtures Pink #471,CS,138.29
2783118,Fun Bathroom Fixtures Gold #782,CS,138.29
2783119,Luxurious Bathroom Fixtures Purple #160,CS,138.29
2783120,Beautiful Bathroom Fixtures Pink #119,CS,138.29
2783121,Fun Bathroom Fixtures Green #361,CS,138.29
2783122,Practical Bathroom Fixtures Gray #53,CS,138.29
2783123,Modern Bathroom Fixtures Blue #479,CS,138.29
2783125,Powerful Bathroom Fixtures White #972,CS,138.29
2783200,Practical Watches Pink #709,CSF,174.55
2783201,Delicious Watches Yellow #185,CSF,174.55
2783203,Modern Watches Green #598,CSF,174.55
2783204,Elegant Watches Purple #801,CSF,174.55
2783205,Luxurious Watches Magenta #221,CSF,240.0
2783206,Long-Lasting Watches Gray #423,CSF,174.55
2783209,Delicious Watches Red #487,CSF,174.55
2783210,Versatile Watches Blue #17,CSF,174.55
2783211,Innovative Watches Maroon #369,CSF,240.0
2783218,Practical Watches Blue #428,CSF,174.55
2783219,Stylish Watches Gray #140,CSF,174.55
2783220,Powerful Watches Gold #635,CSF,174.55
2783223,Long-Lasting Watches Navy #795,CSF,174.55
2783301,Beautiful Watches Gold #945,CSF,174.55
2783302,High-Quality Watches Yellow #713,CSF,174.55
2783303,Stylish Watches Maroon #371,CSF,174.55
2783305,Eco-Friendly Watches Navy #960,CSF,174.55
2783306,Innovative Watches White #893,CSF,174.55
2783308,Beautiful Watches White #931,CSF,174.55
2783310,Useful Watches Gray #734,CSF,174.55
2783311,Sophisticated Watches Lime #728,CSF,174.55
2783314,Comfortable Watches Brown #887,CSF,174.55
2783315,Powerful Watches Silver #66,CSF,174.55
2783316,Useful Watches Purple #783,CSF,174.55
2783317,Luxurious Watches Pink #193,CSF,174.55
2783401,Eco-Friendly Watches Green #657,CSF,152.73
2783403,Luxurious Watches Navy #202,CSF,152.73
2783404,Elegant Watches Gray #923,CSF,152.73
2783501,Practical Bathroom Fixtures Orange #693,CS,174.55
2783502,High-Quality Bathroom Fixtures Purple #639,CS,174.55
2783505,Practical Bathroom Fixtures Black #92,CS,174.55
2783506,Long-Lasting Bathroom Fixtures Yellow #889,CS,174.55
2783507,Delicious Bathroom Fixtures Red #671,CS,174.55
2783509,Luxurious Bathroom Fixtures Orange #208,CS,174.55
2783512,Beautiful Bathroom Fixtures Pink #769,CS,174.55
2783513,Practical Bathroom Fixtures Black #432,CS,174.55
2783514,Modern Bathroom Fixtures Maroon #85,CS,174.55
2783516,Long-Lasting Bathroom Fixtures Black #790,CS,174.55
2783517,Comfortable Bathroom Fixtures Purple #342,CS,174.55
2783518,Beautiful Bathroom Fixtures Pink #32,CS,174.55
2783601,Practical Sound Equipment Teal #944,CSMC,108.68
2783602,Innovative Sound Equipment Green #791,CSMC,146.67
2783604,Innovative Sound Equipment Black #747,CSMC,108.68
2783615,Practical Sound Equipment Pink #657,CSMC,138.29
2783617,Stylish Sound Equipment Yellow #658,CSMC,138.29
2783618,Durable Sound Equipment Black #356,CSMC,138.29
2783620,Sophisticated Sound Equipment Lime #971,CSMC,138.29
2783630,Useful Sound Equipment Blue #853,CSMC,132.0
2783636,Beautiful Sound Equipment Teal #149,CSMC,132.0
2783637,Fun Sound Equipment Gray #409,CSMC,132.0
2783639,Durable Sound Equipment Cyan #110,CSMC,132.0
2783641,Beautiful Sound Equipment Brown #250,CSMC,132.0
2783700,Long-Lasting Bathroom Fixtures White #114,CS,100.36
2783701,Fun Bathroom Fixtures Lime #384,CS,100.36
2783704,Elegant Bathroom Fixtures Gray #895,CS,100.36
2783705,Sustainable Bathroom Fixtures Magenta #734,CS,100.36
2783706,Useful Bathroom Fixtures Black #279,CS,100.36
2783709,Eco-Friendly Bathroom Fixtures Magenta #217,CS,138.29
2783710,Beautiful Bathroom Fixtures Pink #117,CS,138.29
2783711,Luxurious Bathroom Fixtures Olive #789,CS,138.29
2783712,Sustainable Bathroom Fixtures Yellow #312,CS,138.29
2783713,Useful Bathroom Fixtures Black #230,CS,138.29
2783717,Comfortable Bathroom Fixtures Orange #807,CS,100.36
2783718,Durable Bathroom Fixtures Purple #580,CS,100.36
2783719,Modern Bathroom Fixtures Pink #950,CS,100.36
2783720,Luxurious Bathroom Fixtures Magenta #227,CS,100.36
2783721,Innovative Bathroom Fixtures Gray #436,CS,146.67
2783722,Sophisticated Bathroom Fixtures White #229,CS,146.67
2783723,Useful Bathroom Fixtures Silver #323,CS,146.67
2783724,Fun Bathroom Fixtures Teal #291,CS,146.67
2783901,Beautiful Musical Instruments Pink #910,CSFC,146.67
2783903,High-Quality Musical Instruments Gold #879,CSFC,146.67
2783905,Eco-Friendly Musical Instruments Olive #308,CSFC,146.67
2783906,Eco-Friendly Musical Instruments Olive #726,CSFC,146.67
2783908,Durable Musical Instruments Olive #308,CSFC,159.25
2783910,Beautiful Musical Instruments Teal #36,CSFC,146.67
2783911,Stylish Musical Instruments Purple #510,CSFC,130.91
2784002,Powerful Bathroom Fixtures Brown #434,CS,213.82
2784003,Innovative Bathroom Fixtures Teal #509,CS,213.82
2784006,Powerful Bathroom Fixtures White #703,CS,213.82
2784011,Delicious Bathroom Fixtures Yellow #146,CS,213.82
2784013,Stylish Bathroom Fixtures Yellow #108,CS,213.82
2784108,Modern Musical Instruments Red #755,CSFC,182.4
2784113,High-Quality Musical Instruments Teal #849,CSFC,182.4
2784201,Versatile Watches Red #930,CSF,125.72
2784202,Innovative Watches Maroon #167,CSF,125.72
2784203,Innovative Watches Blue #685,CSF,125.72
2784204,Durable Watches Teal #979,CSF,125.72
2784209,High-Quality Watches Silver #679,CSF,110.0
2784215,Durable Watches Maroon #618,CSF,125.72
2784217,Delicious Watches Olive #309,CSF,125.72
2784219,Stylish Watches Pink #860,CSF,125.72
2784220,Luxurious Watches Brown #987,CSF,125.72
2784223,Sustainable Watches Silver #121,CSF,125.72
2784225,Beautiful Watches Silver #593,CSF,110.0
2784227,Comfortable Watches Yellow #464,CSF,125.72
2784228,Fun Watches Cyan #380,CSF,110.0
2784229,Practical Watches Magenta #413,CSF,125.72
2784237,Innovative Watches Teal #78,CSF,110.0
2784238,Elegant Watches Blue #639,CSF,110.0
2784300,Useful Watches Navy #213,CSF,163.2
2784301,Comfortable Watches Cyan #999,CSF,209.45
2784302,Modern Watches Yellow #966,CSF,209.45
2784308,Eco-Friendly Watches Silver #787,CSF,209.45
2784310,Elegant Watches Green #459,CSF,209.45
2784401,Comfortable Bathroom Fixtures Gold #581,CS,174.55
2784402,Beautiful Bathroom Fixtures Olive #476,CS,174.55
2784403,Sustainable Bathroom Fixtures Olive #319,CS,174.55
2784404,Eco-Friendly Bathroom Fixtures Green #997,CS,174.55
2784407,Practical Bathroom Fixtures Purple #765,CS,174.55
2784408,Comfortable Bathroom Fixtures Cyan #304,CS,174.55
2784409,Durable Bathroom Fixtures Red #627,CS,174.55
2784410,Elegant Bathroom Fixtures Silver #286,CS,174.55
2784600,High-Quality Electronics Teal #429,27,223.4
2784601,Beautiful Electronics Blue #446,27,223.4
2784700,Powerful Electronics Green #743,27,203.29
2784703,Long-Lasting Electronics Black #219,27,208.89
2785100,Fun Outdoor Gear Gold #829,60,3.52
2787600,Useful Health and Wellness Green #931,DAL,9.17
2787700,Stylish Books Black #292,26,109.73
2790800,Eco-Friendly Lawn and Garden Supplies White #153,APDP,336.96
2791700,Sophisticated Movies Purple #236,DMA,15.56
2792101,Durable Office Supplies Navy #563,DLN,70.4
2792600,Luxurious Movies Silver #219,DMA,17.58
2793200,Beautiful Security Orange #279,DMAI,14.52
2793201,Innovative Security Red #90,DMAI,14.52
2794200,Sophisticated Womens Watches Silver #694,ALD,686.75
2794800,Delicious Entertainment Red #658,DET,5.94
2794902,Sophisticated Hardware Orange #441,OJP,191.52
2795200,High-Quality Security Cyan #35,DMAI,17.6
2795201,Delicious Security Black #195,DMAI,17.6
2795202,Sustainable Security Blue #813,DMAI,17.6
2798800,Eco-Friendly Movies Gray #502,DMA,64.8
2799000,Delicious Movies White #986,DMA,116.4
2799700,Modern Books Black #307,26,30.32
2799800,Powerful Books Navy #459,26,55.14
2800001,Innovative Building Materials Red #345,SCF,73.74
2800002,Useful Building Materials Pink #420,SCF,69.38
2800003,Stylish Building Materials White #818,SCF,73.74
2800005,Long-Lasting Building Materials Orange #340,SCF,69.38
2800018,Delicious Building Materials Black #559,SCF,73.74
2800020,Durable Building Materials Brown #22,SCF,73.74
2800022,Eco-Friendly Building Materials Lime #981,SCF,73.74
2800026,Modern Building Materials Lime #14,SCF,73.74
2800300,Versatile Movies Black #764,DMA,24.64
2800600,Innovative Bedding Navy #609,74,17.5
2801500,Sustainable Arts and Crafts Teal #824,190,90.64
2805100,Comfortable Video Games Olive #331,CPOC,58.22
2809000,Elegant Construction Equipment Teal #659,DFM,32.2
2810700,Sustainable Home Decor Lime #265,FR,40.05
2811100,Elegant Home Decor Magenta #688,FR,38.1
2811300,Fun Home Decor Gold #472,FR,25.4
2811800,Stylish Movies Black #684,DMA,15.4
2814500,Powerful Lighting Cyan #211,17,14.25
2814600,Sustainable Lighting Maroon #843,17,31.25
2816000,Elegant Food Purple #348,36,176.52
2816100,Versatile Food Gold #214,36,176.52
2816200,Useful Food Brown #544,36,176.52
2816809,Comfortable Hobbies Brown #970,18,45.86
2817000,Long-Lasting Books Brown #971,26,32.78
2817300,Practical Cleaning Supplies White #482,19,57.82
2820600,Long-Lasting Automotive Repair Orange #266,DMR,1.61
2820700,Sophisticated Home Decor Yellow #450,FR,16.48
2820900,Luxurious Automotive Repair Pink #525,DMR,1.37
2821100,Modern Outdoor Gear Teal #478,60,23.0
2821200,Luxurious Outdoor Gear Maroon #251,60,26.24
2822200,Versatile Clothing Yellow #11,130,20.45
2822802,Comfortable Bathroom Fixtures Green #624,CS,213.82
2822804,Useful Bathroom Fixtures Purple #394,CS,213.82
2822805,High-Quality Bathroom Fixtures Lime #87,CS,213.82
2822806,Sophisticated Bathroom Fixtures Brown #254,CS,213.82
2822809,Practical Bathroom Fixtures Purple #485,CS,213.82
2822811,Comfortable Bathroom Fixtures Black #11,CS,213.82
2822812,Elegant Bathroom Fixtures Olive #735,CS,213.82
2822816,Delicious Bathroom Fixtures Lime #778,CS,213.82
2822819,Versatile Bathroom Fixtures Blue #746,CS,213.82
2822820,High-Quality Bathroom Fixtures Maroon #171,CS,213.82
2826700,Useful Electronics Orange #572,27,83.06
2829500,Fun Audiobooks Green #816,33,239.0
2829600,Durable Audiobooks Silver #687,33,275.0
2829700,Durable Automotive Repair Orange #566,DMR,19.4
2830500,Useful Automotive Parts and Accessories Purple #922,333,868.5
2830501,Stylish Automotive Parts and Accessories Gray #479,333,868.5
2830900,Elegant Jewelry Red #228,CCOF,76.42
2830905,Powerful Jewelry Gray #615,CCOF,89.9
2830906,Fun Jewelry Green #853,CCOF,89.9
2830912,Elegant Jewelry Maroon #23,CCOF,89.9
2830920,Eco-Friendly Jewelry Yellow #1000,CCOF,89.9
2830925,Powerful Jewelry Navy #941,CCOF,89.9
2830927,Long-Lasting Jewelry Navy #139,CCOF,76.42
2830932,Versatile Jewelry Blue #490,CCOF,76.42
2834500,Luxurious Necklaces Teal #821,OPP,107.83
2835900,Eco-Friendly Security Teal #915,DMAI,36.08
2836000,Beautiful Security Purple #451,DMAI,35.2
2837100,Delicious Automotive Repair White #202,DMR,5.3
2837200,Durable Automotive Repair Magenta #750,DMR,8.05
2837300,Eco-Friendly Automotive Repair Purple #298,DMR,9.7
2837400,Modern Automotive Repair Green #285,DMR,9.45
2837500,Stylish Automotive Repair Pink #103,DMR,6.85
2837700,Elegant Home Decor Red #729,FR,16.48
2837800,Durable Home Decor Brown #788,FR,16.48
2838000,Stylish Home Decor Gold #801,FR,16.48
2838100,Sophisticated Home Decor Teal #121,FR,15.99
2838500,Powerful Home Decor Red #781,FR,145.28
2839105,Useful Sound Equipment Magenta #946,CSMC,213.82
2839106,Durable Sound Equipment Green #233,CSMC,213.82
2839109,Fun Sound Equipment Teal #648,CSMC,213.82
2839111,Beautiful Sound Equipment Green #903,CSMC,213.82
2839112,Versatile Sound Equipment White #905,CSMC,213.82
2839114,Durable Sound Equipment Teal #901,CSMC,213.82
2839115,Practical Sound Equipment Green #788,CSMC,213.82
2839300,Powerful Electronics Lime #381,27,165.87
2839301,High-Quality Electronics Black #928,27,160.06
2839302,Useful Electronics Gray #780,27,160.06
2839500,Versatile Cleaning Supplies Navy #4,19,75.68
2840501,Useful Electronics Purple #612,27,128.75
2840502,Delicious Electronics Silver #234,27,133.41
2840800,Durable Electronics Teal #290,27,137.36
2840803,Sophisticated Electronics Black #456,27,165.87
2840806,Delicious Electronics Maroon #958,27,173.17
2843200,Modern Bracelets Pink #460,63,340.23
2844000,Long-Lasting Lawn and Garden Supplies Cyan #560,APDP,399.74
2844800,Long-Lasting Electronics Purple #703,27,198.51
2846301,Elegant Sports Equipment Cyan #235,MCT,134.02
2846303,Durable Sports Equipment Orange #764,MCT,141.38
2846401,Useful Hobbies Silver #864,18,60.01
2846402,Delicious Hobbies Red #610,18,60.01
2846403,Beautiful Hobbies Maroon #611,18,60.01
2846902,Innovative Electronics Brown #691,27,128.75
2847000,Sophisticated Electronics Black #791,27,165.87
2847001,Comfortable Electronics Teal #444,27,160.07
2847002,Useful Electronics Purple #747,27,150.95
2847103,Powerful Electronics Lime #328,27,154.83
2847700,Eco-Friendly Arts and Crafts Pink #444,190,8.41
2848500,Powerful Books Pink #812,26,32.41
2848800,Long-Lasting Security Orange #88,DMAI,2.63
2848801,Sophisticated Security Magenta #662,DMAI,3.51
2849300,Elegant Electronics White #944,27,137.36
2851101,Delicious Marine Supplies Magenta #503,FXA,71.09
2851200,Sustainable Marine Supplies Yellow #447,FXA,52.8
2852304,Modern Jewelry Blue #248,CCOF,79.9
2852306,Comfortable Jewelry Brown #409,CCOF,67.92
2852317,Stylish Jewelry Maroon #729,CCOF,67.92
2852324,Fun Jewelry Magenta #920,CCOF,79.9
2852327,Eco-Friendly Jewelry White #555,CCOF,79.9
2852334,Powerful Jewelry Black #946,CCOF,79.9
2852335,Sophisticated Jewelry Purple #872,CCOF,79.9
2852337,Useful Jewelry Yellow #160,CCOF,79.9
2852701,Elegant Hardware White #585,OJP,191.52
2852706,Practical Hardware Orange #256,OJP,191.52
2852800,Sophisticated Home Appliances Purple #91,MGP,371.86
2853202,Beautiful Office Supplies Magenta #632,DLN,45.98
2853600,Stylish Personal Care Silver #164,MSH,730.08
2853900,Versatile Electronics Blue #923,27,137.36
2853901,Versatile Electronics Gray #540,27,137.36
2854100,Luxurious Electronics Silver #608,27,168.42
2854101,Innovative Electronics Brown #444,27,185.08
2854102,High-Quality Electronics Navy #563,27,178.61
2854106,Fun Electronics Silver #978,27,153.27
2854600,Long-Lasting Video Games Navy #931,HBE,1.5
2855502,Sustainable Jewelry Magenta #867,CCOF,79.9
2855503,Beautiful Jewelry Maroon #6,CCOF,79.9
2856301,Luxurious Electronics Orange #668,27,89.68
2856302,Delicious Electronics Teal #403,27,89.68
2856400,Powerful Electronics Gold #568,27,150.6
2857900,Sophisticated Video Games White #512,HBE,30.76
2858500,Luxurious Flooring Brown #36,AL,74.31
2858600,Luxurious Flooring Blue #217,AL,115.23
2858700,Sustainable Flooring Teal #483,AL,113.37
2858800,Sustainable Flooring Silver #341,AL,148.71
2860300,High-Quality Creativity Pink #5,DESA,10.58
2862301,Elegant Bathroom Fixtures Black #790,CS,174.55
2862304,Stylish Bathroom Fixtures Green #768,CS,174.55
2862403,Eco-Friendly Bathroom Fixtures Black #433,CS,148.37
2862404,Innovative Bathroom Fixtures Teal #275,CS,148.37
2862405,Long-Lasting Bathroom Fixtures Olive #73,CS,139.64
2862406,Versatile Bathroom Fixtures Silver #611,CS,139.64
2862407,Elegant Bathroom Fixtures Cyan #475,CS,148.37
2862408,Sophisticated Bathroom Fixtures Green #830,CS,148.37
2862409,High-Quality Bathroom Fixtures Red #482,CS,148.37
2862417,Luxurious Bathroom Fixtures Brown #691,CS,148.37
2862423,Stylish Bathroom Fixtures White #354,CS,148.37
2862425,Useful Bathroom Fixtures Navy #718,CS,148.37
